Aménagement cycle;Aménagement cycle simplifié;Avancement;Sens de circulation vélo;Hors voirie;Nom de la commune;Création de voie pour cycle;Longueur en mètres;Date de mise à jour de la donnée;geo_shape;geo_point_2d
Voie partagée cycles/piétons;Voie partagée cycles/piétons;Réalisé;Deux;NON;Quetigny;;296.295536604586;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.095016892925382, 47.31904352677614], [5.09536289639279, 47.31867518825625], [5.095541883232395, 47.318624801223244], [5.095722405150419, 47.318608692801625], [5.097680593382332, 47.318642092294944], [5.098027944634487, 47.31868822051764], [5.098605196268231, 47.31876485720583]], ""type"": ""LineString""}";47.31867695763558, 5.096742530814977
Voie partagée cycles/piétons;Voie partagée cycles/piétons;Réalisé;Deux;NON;Quetigny;;192.10935558598402;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.106221011275997, 47.32123882371446], [5.106135037013555, 47.32119222306154], [5.105960884518494, 47.32108838600204], [5.105774793918062, 47.32097766260283], [5.105660212032065, 47.320857912698294], [5.105565044650145, 47.32072968029521], [5.105176138251467, 47.31999375564435], [5.1050510914717995, 47.319863567365914], [5.104956699092122, 47.31978214871228]], ""type"": ""LineString""}";47.32056501540979, 5.105536256138277
Voie partagée cycles/piétons;Voie partagée cycles/piétons;Réalisé;Deux;NON;Quetigny;;6.692115457760719;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.109066406065726, 47.3185180152071], [5.109013440211435, 47.31846978191337]], ""type"": ""LineString""}";47.318493898560234, 5.109039923138581
Voie partagée cycles/piétons;Voie partagée cycles/piétons;Réalisé;Deux;NON;Quetigny;;140.769785660822;2021-01-22T02:00:00+01:00;"{""coordinates"": [[5.113672602035637, 47.31291476095942], [5.112979307560548, 47.313660775038926], [5.112850642784311, 47.3140344070494]], ""type"": ""LineString""}";47.31344426470107, 5.113211066787421
Voie partagée cycles/piétons;Voie partagée cycles/piétons;Réalisé;Deux;NON;Quetigny;;103.61169258790702;2021-01-22T02:00:00+01:00;"{""coordinates"": [[5.114130577435794, 47.31225681320338], [5.114135459036417, 47.31217568773034], [5.114122170170341, 47.31204732211275], [5.114097465519733, 47.311778873613186], [5.1141413978182, 47.311446471887976], [5.114228652302119, 47.31134283231091]], ""type"": ""LineString""}";47.3117861084599, 5.114128488244328
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Longvic;;64.8504134908835;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.037196622596765, 47.289197962564614], [5.036809289091604, 47.289533855119615], [5.036679385952176, 47.289662901472596]], ""type"": ""LineString""}";47.28942708559696, 5.036934897742657
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Longvic;;180.43005676355202;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.038763541011566, 47.287974209024505], [5.03729922920652, 47.289117792110176], [5.037196622596765, 47.289197962564614]], ""type"": ""LineString""}";47.28858607482299, 5.037980073233677
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Longvic;;210.89425832717902;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.036679385952176, 47.289662901472596], [5.036611677445136, 47.28973016118782], [5.036488556643628, 47.28986256518924], [5.036409264665162, 47.28997875514269], [5.0363119563687775, 47.29014754264404], [5.03625095229243, 47.290298464028226], [5.03620960486269, 47.290478459739774], [5.036199090919536, 47.29058136964639], [5.0360752181074755, 47.29148503821145]], ""type"": ""LineString""}";47.29052696237755, 5.036267909843241
Piste cyclable bidirectionnelle (hors voirie);Piste cyclable;Réalisé;Deux;OUI;Dijon;;120.67281230898601;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.063884433423854, 47.355830560749915], [5.063319237318627, 47.35601292874949], [5.063032077465452, 47.35594994459487], [5.062946531102403, 47.35591202085564], [5.062750441860875, 47.35581679275992], [5.062475283766418, 47.35569698942857]], ""type"": ""LineString""}";47.35589269605601, 5.063172620191248
Voie partagée cycles/piétons;Voie partagée cycles/piétons;Réalisé;Deux;NON;Quetigny;;59.2520609464276;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.10782904320436, 47.319830316570474], [5.107987862123431, 47.31970232474302], [5.108009258546177, 47.319652307048855], [5.108006038971091, 47.319590222003804], [5.108013981416617, 47.31953602685944], [5.108035612529202, 47.31949050323529], [5.108089604474324, 47.31944687630278], [5.108136411832393, 47.31942423588331], [5.108213933503508, 47.31941956395675]], ""type"": ""LineString""}";47.31960250470847, 5.108011761037578
Voie partagée cycles/piétons;Voie partagée cycles/piétons;Réalisé;Deux;NON;Quetigny;;131.470501936722;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.098605196268231, 47.31876485720583], [5.09988623051553, 47.31893323987721], [5.1003126908938405, 47.318989282263594]], ""type"": ""LineString""}";47.318877074432926, 5.099458942963561
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Perrigny-lès-Dijon;;145.225111635832;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.0082063824463, 47.27035967371652], [5.009107837220198, 47.27151297873035]], ""type"": ""LineString""}";47.270936326223435, 5.0086571098332495
Piste cyclable bidirectionnelle (hors voirie);Piste cyclable;Réalisé;Deux;NON;Dijon;;125.37272083467901;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.030411422765554, 47.307155028200384], [5.030621545452682, 47.30669658360342], [5.031023674398202, 47.30610962190845]], ""type"": ""LineString""}";47.306619915260164, 5.030695631724986
Piste cyclable unidirectionnelle + bande cyclable;Piste cyclable;Réalisé;Deux;NON;Dijon;;42.1670721309887;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.04448478405146, 47.35702781058202], [5.044933330760374, 47.35725357155303]], ""type"": ""LineString""}";47.35714069106753, 5.0447090574059175
Voie partagée cycles/piétons;Voie partagée cycles/piétons;Réalisé;Deux;NON;Quetigny;;48.152596040726095;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.106591081903217, 47.320924769250965], [5.106534130445825, 47.32094329142265], [5.106458073818022, 47.32096030387315], [5.106397318881448, 47.32098524670446], [5.106372552012518, 47.32101818706342], [5.106355285016786, 47.32106810548367], [5.106343535885791, 47.32112872033948], [5.106294635961626, 47.321174897029415], [5.106221011275997, 47.32123882371446]], ""type"": ""LineString""}";47.321055932435954, 5.1063887255130265
Voie partagée cycles/piétons;Voie partagée cycles/piétons;Réalisé;Deux;NON;Quetigny;;73.9307002948707;2021-01-22T02:00:00+01:00;"{""coordinates"": [[5.12593242729915, 47.31391615913615], [5.126777902707052, 47.31425029960379]], ""type"": ""LineString""}";47.31408322936997, 5.126355165003101
Voie partagée cycles/piétons;Voie partagée cycles/piétons;Réalisé;Deux;NON;Quetigny;;156.495620255968;2021-01-22T02:00:00+01:00;"{""coordinates"": [[5.12268427327039, 47.312477301362186], [5.124452312717575, 47.313209313610585]], ""type"": ""LineString""}";47.31284330748639, 5.1235682929939825
Piste cyclable unidirectionnelle + bande cyclable;Piste cyclable;Réalisé;Deux;NON;Dijon;;219.557873408966;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.044933330760374, 47.35725357155303], [5.045010627071588, 47.3572922631129], [5.045088777313531, 47.35733149826327], [5.045174742496431, 47.35736154964237], [5.045267648723417, 47.35738159320154], [5.045363336006712, 47.357391165548165], [5.046310927696093, 47.35735293750732], [5.04778149080597, 47.35729400436394]], ""type"": ""LineString""}";47.35734203988702, 5.046345732381243
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;69.4792726819301;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.059331876694064, 47.34630974049497], [5.059146721511109, 47.34569755959072]], ""type"": ""LineString""}";47.346003650042846, 5.059239299102586
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;108.870543424146;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.058522341625463, 47.34366470016362], [5.058322916092909, 47.34301227482689], [5.058228682022012, 47.34270594136734]], ""type"": ""LineString""}";47.3431852637553, 5.058375697740649
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;36.8169991470177;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.0459869305842275, 47.353692256244884], [5.0460572085392865, 47.353690610015526], [5.046146960390929, 47.3536975074097], [5.046235555809166, 47.35371427657697], [5.046284294079832, 47.353728604839844], [5.046363609896496, 47.353758247829845], [5.046433503702505, 47.35379795616652]], ""type"": ""LineString""}";47.35372238443124, 5.046215848109093
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;120.565960969561;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.021062842542881, 47.301157226368986], [5.021583535604055, 47.30210245802998], [5.021622624091364, 47.30217271094828]], ""type"": ""LineString""}";47.301665045405755, 5.021342594690963
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Saint-Apollinaire;;43.7312217200124;2021-02-08T02:00:00+01:00;"{""coordinates"": [[5.0962650333911395, 47.32986117158494], [5.096291377193913, 47.329878011594424], [5.096313955859436, 47.329897213827586], [5.096332316134569, 47.32991839330073], [5.096346089175508, 47.32994112390066], [5.0963549989443795, 47.32996494992962], [5.096358865137511, 47.32998939325068], [5.096357612798947, 47.3300139621112], [5.096351264915983, 47.33003816477522], [5.096339949210314, 47.33006151389915], [5.096323894772137, 47.330083541890616], [5.096303420335123, 47.330103805621086], [5.096278940062008, 47.33012189891886], [5.096250945241084, 47.330137458301216], [5.09621999534695, 47.33015017123613], [5.096186714319678, 47.33015978250913], [5.096151724859202, 47.33016610621716]], ""type"": ""LineString""}";47.3300358299146, 5.096294553973821
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Neuilly-Crimolois;;82.3622261730461;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.1207551088499805, 47.27498436942495], [5.121463129688383, 47.27442160419436]], ""type"": ""LineString""}";47.27470298680965, 5.121109119269182
Piste cyclable bidirectionnelle (hors voirie);Piste cyclable;Réalisé;Deux;OUI;;OUI;40.80122802759959;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.054848574937838, 47.28877707447198], [5.0549057439048815, 47.28881838808175], [5.054958910760975, 47.28885887146464], [5.055144335285291, 47.289000575793], [5.055172868564951, 47.28901988187632], [5.055212327161856, 47.28904800034929]], ""type"": ""LineString""}";47.28891302669634, 5.055030104470017
Piste cyclable bidirectionnelle (hors voirie);Piste cyclable;Réalisé;Deux;OUI;Dijon;;23.0601945904297;2021-02-08T02:00:00+01:00;"{""coordinates"": [[5.079384410172114, 47.3123769444299], [5.079419362799609, 47.31228340222797], [5.079500394839456, 47.31218714366738]], ""type"": ""LineString""}";47.31227726380462, 5.079434218777344
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Un;NON;Chevigny-Saint-Sauveur;;64.55147692144439;2021-01-22T02:00:00+01:00;"{""coordinates"": [[5.115991565506192, 47.30772925059399], [5.116312278507022, 47.307765207451176], [5.116833912742767, 47.30782367845443]], ""type"": ""LineString""}";47.3077764668203, 5.116412738867081
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Trois;NON;Longvic;;42.2673054174264;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.056261454708208, 47.2939073857056], [5.055996251159067, 47.294242056866494]], ""type"": ""LineString""}";47.29407472128605, 5.056128852933638
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Longvic;;72.8275590748447;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.037869225965619, 47.293775978438305], [5.037232691512056, 47.293284424977045]], ""type"": ""LineString""}";47.293530201707675, 5.037550958738837
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Longvic;;114.795879959838;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.062891971847975, 47.2883973501793], [5.0623741092932475, 47.287742667561595], [5.062172629322493, 47.287488085559325]], ""type"": ""LineString""}";47.28794269995468, 5.062532323227194
Couloir Bus/Vélo;Couloir Bus;Réalisé;Deux;NON;Dijon;;42.9184835175941;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.069279833309101, 47.32827628377934], [5.069727917169054, 47.32851341990666]], ""type"": ""LineString""}";47.328394851843, 5.069503875239077
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;45.6952932617792;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.04278254699958, 47.315420093776815], [5.043343155409379, 47.315573737159]], ""type"": ""LineString""}";47.315496915467904, 5.043062851204479
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Chevigny-Saint-Sauveur;;332.94289537373004;2021-01-22T02:00:00+01:00;"{""coordinates"": [[5.111624960998909, 47.307588520625465], [5.112022422792913, 47.30753235003502], [5.114820063665821, 47.30755596410043], [5.1156791640685215, 47.307694225372785], [5.115991565506192, 47.30772925059399]], ""type"": ""LineString""}";47.307573731203746, 5.113811006296856
Couloir Bus/Vélo;Couloir Bus;Réalisé;Deux;NON;Saint-Apollinaire;;132.98008700652602;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.07768049596454, 47.33030542523448], [5.076738684677071, 47.33016088188862], [5.075963237827187, 47.33004509392029]], ""type"": ""LineString""}";47.330174395651625, 5.076821997690009
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Longvic;;22.3931829593294;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.0563649823666355, 47.28380511955388], [5.056129766378409, 47.28368281841269]], ""type"": ""LineString""}";47.28374396898329, 5.056247374372522
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;31.092899568395598;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.051829821373953, 47.32193798698667], [5.051727563694102, 47.32184672577829], [5.051678603465754, 47.321762369818444], [5.05166246238301, 47.32168891568009]], ""type"": ""LineString""}";47.32182424043453, 5.051728631876675
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Longvic;;78.9657000105321;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.059124612071748, 47.2846928300783], [5.059432137611063, 47.284699740642125], [5.060167934183022, 47.28471628795789]], ""type"": ""LineString""}";47.28470455712461, 5.059646273169951
Couloir Bus/Vélo;Couloir Bus;Réalisé;Deux;NON;Dijon;;114.045844858382;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.004486961550455, 47.31650563779237], [5.004597965686735, 47.316426008662326], [5.005595947109896, 47.315887267691764], [5.0056496915693565, 47.31585368072591]], ""type"": ""LineString""}";47.31617470448355, 5.00506515749743
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;67.9386247152673;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.052119253419029, 47.32131703436938], [5.052227284147998, 47.3213102774774], [5.0523788545169905, 47.32133006103914], [5.052516283472434, 47.32138083664741], [5.052629466770898, 47.321459182371406], [5.0527028979076585, 47.32155294787508], [5.0527323872086445, 47.3216611064962]], ""type"": ""LineString""}";47.32141354828202, 5.052475623973245
Couloir Bus/Vélo;Couloir Bus;Réalisé;Un;NON;Dijon;;92.9398880329621;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.030607011345169, 47.316384510448465], [5.031086564359893, 47.316150426831115], [5.031551981011307, 47.31612818338914], [5.031596738258375, 47.31601490223255]], ""type"": ""LineString""}";47.31619293424753, 5.031122137756927
Piste cyclable bidirectionnelle (hors voirie);Piste cyclable;Réalisé;Deux;OUI;Dijon;;322.787896627445;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.033627765596806, 47.30171197743148], [5.035222654705165, 47.29901870277789]], ""type"": ""LineString""}";47.30036534010469, 5.034425210150985
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;26.4196283556374;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.016019940642513, 47.32339017157635], [5.015981621550896, 47.3231539522288]], ""type"": ""LineString""}";47.32327206190257, 5.016000781096705
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Saint-Apollinaire;;28.638011570830198;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.074300507673728, 47.32588402018915], [5.0743459554151045, 47.325874968218955], [5.074388285872979, 47.325860533716664], [5.074426132852648, 47.325841182211704], [5.074458278013617, 47.32581753944391], [5.074483682988111, 47.32579036648841], [5.074501525745042, 47.32576054200317], [5.074511232321135, 47.32572902746258], [5.074512488187367, 47.325696819260486]], ""type"": ""LineString""}";47.32581517472266, 5.074431982365658
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;106.610347626532;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.045552661495257, 47.330070634247235], [5.0469583419596695, 47.33015019325533]], ""type"": ""LineString""}";47.330110413751285, 5.0462555017274635
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;145.92944745903802;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.083248031458993, 47.29607302006092], [5.084793642541919, 47.29528722149459]], ""type"": ""LineString""}";47.29568012077776, 5.084020837000455
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Sennecey-lès-Dijon;;167.04399712757402;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.091164897035584, 47.292174325454766], [5.090408170609685, 47.29246014348957], [5.0893133838057185, 47.29298944371755]], ""type"": ""LineString""}";47.29256198474425, 5.090230591958167
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;94.2805713359774;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.083886425888764, 47.2893306610892], [5.084125525909763, 47.28960723727948], [5.084409660000835, 47.28982690780221], [5.084630579287645, 47.29000701483363]], ""type"": ""LineString""}";47.289683660415186, 5.084244153541016
