Aménagement cycle;Aménagement cycle simplifié;Avancement;Sens de circulation vélo;Hors voirie;Nom de la commune;Création de voie pour cycle;Longueur en mètres;Date de mise à jour de la donnée;geo_shape;geo_point_2d
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;68.7048819692604;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.03811159544226, 47.31946516458015], [5.03891691384417, 47.319178711658004]], ""type"": ""LineString""}";47.319321938119074, 5.038514254643215
Voie partagée cycles/piétons;Voie partagée cycles/piétons;Réalisé;Un;NON;Marsannay-la-Côte;;27.5899343388128;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.000468258243148, 47.2785148219284], [5.000123652778968, 47.27843360767467]], ""type"": ""LineString""}";47.278474214801534, 5.000295955511058
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;75.560405603067;2021-02-18T02:00:00+01:00;"{""coordinates"": [[5.038715226937957, 47.32575821466785], [5.038387805689001, 47.32640040894693]], ""type"": ""LineString""}";47.32607931180738, 5.038551516313479
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Plombières-lès-Dijon;;48.4567006749025;2021-02-22T02:00:00+01:00;"{""coordinates"": [[4.971503294951754, 47.34045196302753], [4.971392668194531, 47.340222445666484], [4.971614179594578, 47.34009954970387]], ""type"": ""LineString""}";47.34024935551957, 4.971475622655925
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;41.1318003766879;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.033834245146643, 47.32134042384616], [5.033797481160711, 47.32151702071225], [5.033791612151793, 47.321708613937524]], ""type"": ""LineString""}";47.32152356538421, 5.033804881202501
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Chevigny-Saint-Sauveur;;53.230031278781006;2021-01-05T02:00:00+01:00;"{""coordinates"": [[5.134779062940526, 47.29245688119401], [5.134781796074749, 47.292935700617754]], ""type"": ""LineString""}";47.29269629090588, 5.134780429507638
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;29.5911663731195;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.046124982314857, 47.32611763163589], [5.046228627761091, 47.32617103409962], [5.046311557784596, 47.326240110651476], [5.046368549369109, 47.32631978007312]], ""type"": ""LineString""}";47.32620602221648, 5.046257615192171
Couloir Bus/Vélo;Couloir Bus;Réalisé;Un;NON;Dijon;;77.4502700194777;2022-11-24T02:00:00+01:00;"{""coordinates"": [[5.048279539116738, 47.32453883374809], [5.048976709536486, 47.32402828559571]], ""type"": ""LineString""}";47.3242835596719, 5.048628124326612
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Quetigny;;26.0840937555822;2021-01-22T02:00:00+01:00;"{""coordinates"": [[5.103640164147895, 47.31234747348785], [5.1033085066386406, 47.31241209306584]], ""type"": ""LineString""}";47.31237978327684, 5.103474335393267
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;40.072283951130096;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.0421246155699615, 47.33505256666806], [5.042217524848827, 47.33469768306816]], ""type"": ""LineString""}";47.334875124868105, 5.042171070209394
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;61.99255330610279;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.04135284653414, 47.3363818930196], [5.041715622788484, 47.33588175035005]], ""type"": ""LineString""}";47.33613182168482, 5.041534234661312
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;157.16077313165803;2021-02-22T02:00:00+01:00;"{""coordinates"": [[4.999403081252392, 47.32045721374677], [5.0000677242386695, 47.31998315687694], [5.000784067937369, 47.319401447376656]], ""type"": ""LineString""}";47.31994009555987, 5.0001017718865
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Chevigny-Saint-Sauveur;;30.9417588136163;2021-01-05T02:00:00+01:00;"{""coordinates"": [[5.1350872637847145, 47.29477492799229], [5.135175087722862, 47.29504677118999]], ""type"": ""LineString""}";47.29491084959114, 5.135131175753788
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;70.238097536095;2021-02-22T02:00:00+01:00;"{""coordinates"": [[4.997126408297334, 47.32259887221312], [4.997654804455009, 47.32207916733961]], ""type"": ""LineString""}";47.322339019776365, 4.997390606376172
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;39.4125835095849;2021-02-22T02:00:00+01:00;"{""coordinates"": [[4.997654804455009, 47.32207916733961], [4.997952184184807, 47.32178796266311]], ""type"": ""LineString""}";47.32193356500136, 4.997803494319907
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;46.750015721922495;2021-02-22T02:00:00+01:00;"{""coordinates"": [[4.998580789933125, 47.321171159002], [4.998933360567572, 47.32082566235937]], ""type"": ""LineString""}";47.32099841068069, 4.9987570752503485
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;284.527504248547;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.0161707360623975, 47.33017162070173], [5.015758559408862, 47.32913707082204], [5.013643848398179, 47.32951881298174]], ""type"": ""LineString""}";47.32943935705936, 5.015132469616803
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Quetigny;;260.074281390802;2021-01-22T02:00:00+01:00;"{""coordinates"": [[5.1138151580169895, 47.3111852701979], [5.11338862202966, 47.310458291390994], [5.113390515711716, 47.31036739340642], [5.11342160190277, 47.31028113744893], [5.11345302876466, 47.31021737619517], [5.113492028339551, 47.31015610443343], [5.11385914649293, 47.30980341792901], [5.113885351184557, 47.30975061099452], [5.1139016743159065, 47.30968271124226], [5.113913052731706, 47.30963110421896], [5.113910534289639, 47.3095826444485], [5.113679685000403, 47.30918315210968], [5.113605773272963, 47.30911376543959], [5.113526473263353, 47.309067994537855]], ""type"": ""LineString""}";47.310100073146614, 5.113655217274131
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;123.518592746922;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.04771324784548, 47.3224603165293], [5.048246502690543, 47.32141006423308]], ""type"": ""LineString""}";47.32193519038119, 5.047979875268012
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;78.87481624257519;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.0458310013803285, 47.3260633462089], [5.046146676406939, 47.32538709003931]], ""type"": ""LineString""}";47.325725218124106, 5.045988838893633
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;133.832955995119;2021-01-05T02:00:00+01:00;"{""coordinates"": [[5.04637587388641, 47.30822651178398], [5.046614810930451, 47.307653866858665], [5.0468638900645395, 47.30706931067399]], ""type"": ""LineString""}";47.30764745308373, 5.046618795469989
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;211.084342751677;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.04335056233662, 47.318615794621756], [5.042427995692099, 47.31864456880596], [5.041890673058155, 47.31871747851087], [5.0407751909835286, 47.3189064374979], [5.040625859890078, 47.31896337215734]], ""type"": ""LineString""}";47.31873246013015, 5.041979987359987
Bande cyclable + double sens;Bande cyclable;Réalisé;Deux;NON;Fontaine-lès-Dijon;;130.619477495701;2021-02-18T02:00:00+01:00;"{""coordinates"": [[5.031093727963765, 47.33932553168447], [5.029388402450813, 47.33913377917291]], ""type"": ""LineString""}";47.339229655428696, 5.030241065207289
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;292.020322310143;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.060436211748048, 47.32511974328729], [5.0609812022330285, 47.322519208455134]], ""type"": ""LineString""}";47.32381947587121, 5.060708706990538
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Fontaine-lès-Dijon;;22.468509647949496;2021-02-18T02:00:00+01:00;"{""coordinates"": [[5.037948223583133, 47.33904400610513], [5.037695249887629, 47.33915020407062]], ""type"": ""LineString""}";47.33909710508787, 5.037821736735381
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;NON;48.5168478353654;2022-02-01T02:00:00+01:00;"{""coordinates"": [[5.0155901130918075, 47.31054373729868], [5.015066328657731, 47.31029162760662]], ""type"": ""LineString""}";47.31041768245265, 5.015328220874769
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Un;NON;Dijon;;118.89806933222302;2021-02-18T02:00:00+01:00;"{""coordinates"": [[5.043782606559892, 47.32830298123131], [5.043978703247597, 47.32724180376618]], ""type"": ""LineString""}";47.327772392498744, 5.043880654903745
Couloir Bus/Vélo;Couloir Bus;Réalisé;Un;NON;Dijon;;61.725790832114896;2021-02-18T02:00:00+01:00;"{""coordinates"": [[5.035852586910448, 47.325741418959204], [5.036139889913871, 47.32522167690134]], ""type"": ""LineString""}";47.32548154793027, 5.035996238412159
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Longvic;;141.88133935694302;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.0571684792434, 47.292790507134555], [5.056964365450838, 47.29302033335025], [5.056261454708208, 47.2939073857056]], ""type"": ""LineString""}";47.29334458711157, 5.056709772004185
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;21.5908883272259;2021-01-05T02:00:00+01:00;"{""coordinates"": [[5.018499995867237, 47.32713621677057], [5.018607535496389, 47.3271273893103], [5.018767945025773, 47.32707599308504]], ""type"": ""LineString""}";47.32711344869127, 5.018635428442395
Voie partagée voiture/cycles/piétons;Voie partagée cycles/piétons;Réalisé;Deux;NON;Plombières-lès-Dijon;;132.573208119267;2021-02-22T02:00:00+01:00;"{""coordinates"": [[4.981056931179104, 47.33470960760779], [4.980553787704242, 47.334792274737886], [4.979995538850958, 47.33493188920653], [4.97944037869395, 47.335150745618535]], ""type"": ""LineString""}";47.33489197827449, 4.980238034345394
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;160.326737991391;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.033897657687819, 47.3238918409393], [5.0323241081006875, 47.32485887051123]], ""type"": ""LineString""}";47.324375355725266, 5.033110882894254
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Talant;;70.06712403408349;2021-02-01T02:00:00+01:00;"{""coordinates"": [[4.9969106577906715, 47.34064379302264], [4.996912287828639, 47.34082976216154], [4.996923925225174, 47.34089727793874], [4.996947889677615, 47.341029482910585], [4.99700197407554, 47.3411849012146], [4.997030018432596, 47.34126610227036]], ""type"": ""LineString""}";47.34095899994259, 4.9969476986049
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Quetigny;;67.9441480135707;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.100412035565665, 47.31599989579261], [5.1000807188111015, 47.31543176567959]], ""type"": ""LineString""}";47.315715830736096, 5.100246377188383
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Un;NON;Talant;;68.6830930396266;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.012914820287718, 47.342511439976334], [5.012302940506477, 47.342968309256]], ""type"": ""LineString""}";47.34273987461617, 5.012608880397098
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;88.1415703554231;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.029954254287107, 47.325048277769135], [5.03011654246334, 47.32426313618958]], ""type"": ""LineString""}";47.32465570697936, 5.030035398375223
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Quetigny;;60.599637534394496;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.101998977779457, 47.31661364613131], [5.101712060864249, 47.31610465111108]], ""type"": ""LineString""}";47.316359148621196, 5.1018555193218535
Couloir Bus/Vélo;Couloir Bus;Réalisé;Un;NON;Dijon;;74.7674516068322;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.017315215963963, 47.32233511152017], [5.018302720148381, 47.32237319405854]], ""type"": ""LineString""}";47.32235415278936, 5.017808968056173
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Un;NON;Dijon;;51.5931986725829;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.030280403041372, 47.31595942529308], [5.030050516826766, 47.315600929869646], [5.029996556067536, 47.31553782915316]], ""type"": ""LineString""}";47.31574578583695, 5.030142305090723
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Un;NON;Fontaine-lès-Dijon;;223.778488009594;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.015281844013849, 47.34163871461867], [5.017977671189801, 47.3408055672424]], ""type"": ""LineString""}";47.34122214093053, 5.016629757601825
Itinéraire conseillé;;Réalisé;Un;NON;Dijon;;60.4924933142121;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.028927739047793, 47.32925547166284], [5.029691503540002, 47.329092829514046]], ""type"": ""LineString""}";47.32917415058844, 5.029309621293898
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;148.226854742891;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.02900404698425, 47.324974080390895], [5.028772093123885, 47.3262980615369]], ""type"": ""LineString""}";47.325636070963895, 5.028888070054068
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;158.451486962248;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.031727385375225, 47.330037411474876], [5.031147284766366, 47.32974041585956], [5.03070565779694, 47.32885852983679]], ""type"": ""LineString""}";47.32953399358924, 5.031129728590171
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;9.50627647925306;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.030560422983054, 47.32832469551461], [5.030537977820682, 47.32824055669944]], ""type"": ""LineString""}";47.32828262610702, 5.030549200401868
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;150.606910457157;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.029303976982699, 47.32632884770148], [5.029954254287107, 47.325048277769135]], ""type"": ""LineString""}";47.3256885627353, 5.0296291156349024
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;155.30630443076;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.030076643537863, 47.314939325735374], [5.029690770278874, 47.313567167147475]], ""type"": ""LineString""}";47.314253246441424, 5.029883706908368
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;75.6507627551765;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.03248935731164, 47.33047867228399], [5.031727385375225, 47.330037411474876]], ""type"": ""LineString""}";47.33025804187943, 5.0321083713434325
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Talant;;150.40045536131402;2021-02-01T02:00:00+01:00;"{""coordinates"": [[4.997641925443669, 47.33941228635722], [4.997562204943158, 47.339489781248965], [4.99734074864241, 47.33969569840538], [4.9971599912529125, 47.339921211330605], [4.9970286726298045, 47.34015908718815], [4.996958216478124, 47.34035618568514], [4.996910520665396, 47.3406281376986], [4.9969106577906715, 47.34064379302264]], ""type"": ""LineString""}";47.33998043348096, 4.997190162602148
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;29.0321129113952;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.02935574541151, 47.32635464354312], [5.029667092656066, 47.32650757218705]], ""type"": ""LineString""}";47.32643110786508, 5.029511419033788
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;109.95882120366701;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.022133974956691, 47.30558554837521], [5.023166666241024, 47.30488917136155]], ""type"": ""LineString""}";47.305237359868386, 5.022650320598857
Couloir Bus/Vélo;Couloir Bus;Réalisé;Un;NON;Dijon;;55.6123447853082;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.03416299006508, 47.31520166764827], [5.033746779229735, 47.31478919734965]], ""type"": ""LineString""}";47.31499543249896, 5.033954884647407
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Chenôve;;153.212082838755;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.0064643081219975, 47.29520355179596], [5.006994591508305, 47.295854526498225], [5.007353533627136, 47.295922311970166], [5.007667760269792, 47.296237099356034]], ""type"": ""LineString""}";47.29575708327883, 5.007038521137273
Voie verte;Voie partagée cycles/piétons;Réalisé;Deux;OUI;Dijon;;95.25672836130789;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.0019315044433945, 47.32470987144291], [5.002736686241565, 47.32405072352051]], ""type"": ""LineString""}";47.32438029748171, 5.00233409534248
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;4.85131491144411;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.029303976982699, 47.32632884770148], [5.02935574541151, 47.32635464354312]], ""type"": ""LineString""}";47.3263417456223, 5.0293298611971045
Itinéraire conseillé;;Réalisé;Un;NON;Dijon;;50.59396966437801;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.029117755072622, 47.33113778246095], [5.028873818229958, 47.33071396936864]], ""type"": ""LineString""}";47.330925875914794, 5.02899578665129
Itinéraire conseillé;;Réalisé;Un;NON;Dijon;;217.350389998293;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.024335694330773, 47.32652547724185], [5.027097263732232, 47.32598054986074]], ""type"": ""LineString""}";47.326253013551295, 5.0257164790315025
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;40.34863228735269;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.028772093123885, 47.3262980615369], [5.029303976982699, 47.32632884770148]], ""type"": ""LineString""}";47.326313454619196, 5.029038035053292
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;66.03420859925559;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.0323241081006875, 47.32485887051123], [5.031669041135777, 47.32525186689785]], ""type"": ""LineString""}";47.32505536870454, 5.0319965746182325
Couloir Bus/Vélo;Couloir Bus;Réalisé;Un;NON;Talant;;42.411894692527;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.005331938311101, 47.34023324560306], [5.0049031456642465, 47.34047940225129]], ""type"": ""LineString""}";47.340356323927175, 5.005117541987674
Itinéraire conseillé;;Réalisé;Un;NON;Dijon;;62.817522967083;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.028135414658107, 47.32942608724169], [5.028927739047793, 47.32925547166284]], ""type"": ""LineString""}";47.32934077945227, 5.02853157685295
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Un;NON;Plombières-lès-Dijon;;309.606614145621;2021-02-01T02:00:00+01:00;"{""coordinates"": [[4.9905855297771415, 47.33195145334235], [4.990790718057946, 47.33188458324735], [4.992302173735592, 47.33134697296516], [4.993387307395157, 47.33097214791422], [4.99427360375108, 47.330747442864556]], ""type"": ""LineString""}";47.33131963348297, 4.992420547436841
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Plombières-lès-Dijon;;119.386010728309;2021-02-01T02:00:00+01:00;"{""coordinates"": [[4.980781011359774, 47.33689203049884], [4.979415023312143, 47.33743150219839]], ""type"": ""LineString""}";47.337161766348615, 4.980098017335958
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Un;NON;Talant;;244.95322601920802;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.010924324816594, 47.34495526117041], [5.0112412662053885, 47.344475128285985], [5.011583456027951, 47.34382171356075], [5.012302940506477, 47.342968309256]], ""type"": ""LineString""}";47.343936449862724, 5.01157823622443
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Un;NON;Plombières-lès-Dijon;;35.4948594548563;2021-02-01T02:00:00+01:00;"{""coordinates"": [[4.982487268614918, 47.336227393157586], [4.982894782832484, 47.33606864857797]], ""type"": ""LineString""}";47.33614802086778, 4.982691025723701
Voie verte;Voie partagée cycles/piétons;Réalisé;Deux;OUI;Dijon;;405.332802854318;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.007855008160637, 47.31992551692627], [5.009361893459919, 47.318711054581726], [5.009723546155976, 47.318416503617215], [5.010446265514809, 47.3178489284643], [5.01061842080492, 47.31773511062047], [5.010753516478192, 47.31764113639243], [5.010854274841914, 47.317588318456856], [5.0109565649311465, 47.31756612175749], [5.011094391726287, 47.317543244166316], [5.0112277457917305, 47.317530173432246], [5.011389047021102, 47.31753009657543], [5.011639384779075, 47.31754047619269]], ""type"": ""LineString""}";47.31853037517904, 5.009667044742531
Voie verte;Voie partagée cycles/piétons;Réalisé;Deux;OUI;Plombières-lès-Dijon;;941.7090249573571;2021-02-22T02:00:00+01:00;"{""coordinates"": [[4.9695818064066515, 47.33731413728533], [4.969827257708745, 47.3372573581715], [4.970865281207237, 47.33679438399468], [4.973082051934614, 47.335786725165036], [4.974629242888937, 47.335095813783305], [4.977694764361474, 47.333701647924165], [4.979561360506735, 47.33284614522008], [4.979777344561761, 47.33272954604728], [4.979932291803039, 47.332616873926796]], ""type"": ""LineString""}";47.33501853751132, 4.9747808663810975
Voie verte;Voie partagée cycles/piétons;Réalisé;Deux;OUI;Plombières-lès-Dijon;;747.852276545957;2021-02-22T02:00:00+01:00;"{""coordinates"": [[4.979950382859113, 47.33260371818522], [4.980092992850083, 47.33247585935351], [4.980358332306154, 47.332152810582464], [4.980706895210194, 47.331588785528545], [4.980857825851801, 47.331411794921344], [4.981017717631097, 47.33128213317527], [4.981321495017065, 47.33108392606444], [4.982090137148273, 47.33074935625221], [4.982295307692454, 47.33063187541685], [4.982528222537297, 47.33043978643618], [4.982674625346395, 47.330288491572354], [4.983258176250107, 47.329441474374015], [4.983470311713921, 47.32919754453406], [4.983653272504394, 47.32903275506762], [4.983856914925932, 47.32888464802924], [4.984011906828705, 47.32878996999897], [4.9845509316027705, 47.32844756296075], [4.984806276031286, 47.32832442684872], [4.985133123786194, 47.32820837140113], [4.985794530276001, 47.32801503546195], [4.986422835305497, 47.327824433184006]], ""type"": ""LineString""}";47.32991114202259, 4.982974692853183
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Chenôve;;180.668358572788;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.019198792482056, 47.29131309220917], [5.01769241714722, 47.291594736507875], [5.01698519550501, 47.29188566639027]], ""type"": ""LineString""}";47.291549217492005, 5.0180771587073405
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;95.7048391029592;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.043077938396058, 47.31672839209259], [5.042644292554867, 47.31700237671999], [5.042465026497219, 47.31703976410252], [5.042257042380462, 47.31706544697151], [5.042000740673504, 47.3171334667454]], ""type"": ""LineString""}";47.31697626018343, 5.042557834025001
Couloir Bus/Vélo;Couloir Bus;Réalisé;Un;NON;Dijon;;73.0110161753691;2021-02-18T02:00:00+01:00;"{""coordinates"": [[5.03616401314527, 47.32517512692345], [5.036596824760279, 47.32458799645216]], ""type"": ""LineString""}";47.3248815616878, 5.036380418952774
Voie partagée cycles/piétons;Voie partagée cycles/piétons;Réalisé;Deux;NON;Quetigny;;77.11334094234279;2022-08-16T04:00:00+02:00;"{""coordinates"": [[5.109013440211435, 47.31846978191337], [5.108376469661936, 47.317927992597845]], ""type"": ""LineString""}";47.318198887255605, 5.108694954936686
Voie verte;Voie partagée cycles/piétons;Réalisé;Deux;OUI;Dijon;;1255.1056037831402;2021-02-22T02:00:00+01:00;"{""coordinates"": [[4.986422835305497, 47.327824433184006], [4.987342736869843, 47.32764661270635], [4.988974309040541, 47.32739711321914], [4.990640118223185, 47.32715425845016], [4.994366995426022, 47.32654871062605], [4.994839688430607, 47.32647118135894], [4.995185465357735, 47.326387006782646], [4.996843954671779, 47.32574171931382], [4.997202730507317, 47.325639447270355], [4.997499037438916, 47.32559798919965], [5.000244384464929, 47.325633718173805], [5.000704091892695, 47.32556086123527], [5.001096516287317, 47.32538360967026], [5.001359183424725, 47.325178010092685], [5.0019315044433945, 47.32470987144291]], ""type"": ""LineString""}";47.326454408220286, 4.994297302119981
Voie partagée cycles/piétons;Voie partagée cycles/piétons;Réalisé;Deux;NON;Quetigny;;93.6134243164409;2022-08-16T04:00:00+02:00;"{""coordinates"": [[5.108376469661936, 47.317927992597845], [5.107602806212007, 47.31727049735241]], ""type"": ""LineString""}";47.31759924497513, 5.107989637936972
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;220.784203575754;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.025591837043825, 47.32253518590709], [5.025143972142223, 47.3205726573147]], ""type"": ""LineString""}";47.3215539216109, 5.025367904593024
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;61.672783204986594;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.006942122694474, 47.31228550690043], [5.007009547844916, 47.312294074282256], [5.007749922355147, 47.31236218755048]], ""type"": ""LineString""}";47.31232491959264, 5.007345905102241
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;125.670026290704;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.0256114036117445, 47.310222289726084], [5.026479016071201, 47.31102167312857], [5.026617096843179, 47.310922124333295]], ""type"": ""LineString""}";47.31066610465393, 5.02610861686635
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;73.40516743369079;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.027664219370575, 47.31828635704398], [5.027092763386516, 47.3179063215199], [5.026970066381979, 47.31782465091602]], ""type"": ""LineString""}";47.31805552491939, 5.027317128944686
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;32.654846460671;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.005763427851352, 47.312135678823815], [5.006187960442307, 47.312189720565044]], ""type"": ""LineString""}";47.312162699694426, 5.005975694146829
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;68.1894586644109;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.012989511677414, 47.313281650034554], [5.013664409038484, 47.313412699075535], [5.013856550903925, 47.313450579327075]], ""type"": ""LineString""}";47.31336590066129, 5.013423073166023
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Neuilly-Crimolois;;156.28893609512002;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.101628578543046, 47.283442330684416], [5.101039673128594, 47.283660779312825], [5.100524743308197, 47.28393497639325], [5.1004691146447385, 47.28397835884765], [5.09999656012006, 47.28428880938196]], ""type"": ""LineString""}";47.28382293606509, 5.100790827618891
Itinéraire conseillé;;Réalisé;Deux;NON;Fénay;;385.73764506638105;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.052486102104691, 47.24763040223331], [5.053041631984491, 47.2469316505073], [5.05472327112939, 47.24538507937471], [5.055240525674351, 47.244802687697764], [5.055302436726146, 47.244746411177424]], ""type"": ""LineString""}";47.246172532351686, 5.053876034536479
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Neuilly-Crimolois;;172.68829240702598;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.116945941455872, 47.2777443716808], [5.11581163663344, 47.278443837279106], [5.115217015501139, 47.27875700947976]], ""type"": ""LineString""}";47.27826384318975, 5.116088985858166
Couloir Bus/Vélo;Couloir Bus;Réalisé;Un;NON;Dijon;;41.0415055601034;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.033746779229735, 47.31478919734965], [5.033453040683136, 47.314478731554566]], ""type"": ""LineString""}";47.314633964452106, 5.033599909956435
